decision_date,entry_date,exit_date,long_symbol,short_symbol,long_signal,short_signal,dispersion,dispersion_gate,eligible_count,median_quote_volume_long,median_quote_volume_short,long_entry,long_exit,short_entry,short_exit,gross_unit_return
2020-05-12,2020-05-13,2020-05-16,ADAUSDT,EOSUSDT,0.506722438004183,-0.023218574859887986,0.13757090270744382,False,19,17812768.04128,31106518.38865,0.05043,0.05033,2.44,2.583,-0.060589504035784225
2020-05-15,2020-05-16,2020-05-19,ADAUSDT,DASHUSDT,0.58071608040201,0.023055162659122885,0.1386465347636121,False,21,17812768.04128,11014122.438315,0.05033,0.05435,72.31,76.14,0.026906444571347166
2020-05-18,2020-05-19,2020-05-22,ADAUSDT,DASHUSDT,0.48768472906403915,-0.04968789013732822,0.13705295006781779,False,22,17812768.04128,11014122.438315,0.05435,0.05214,76.14,73.11,-0.0008672592418604852
2020-05-21,2020-05-22,2020-05-25,ADAUSDT,EOSUSDT,0.509264620729589,-0.023034154090547987,0.11859109620584697,False,24,21114588.252815,30656895.55315,0.05214,0.05108,2.461,2.486,-0.030488353255161083
2020-05-24,2020-05-25,2020-05-28,ADAUSDT,DASHUSDT,0.22416686645888295,-0.12019643953345616,0.09087092933548353,False,24,19361912.2168,7928967.664215,0.05108,0.05507,71.68,73.67,0.050350487505593566
2020-05-27,2020-05-28,2020-05-31,IOSTUSDT,DASHUSDT,0.2458321559762644,-0.1101848495831822,0.09019565068335035,False,24,2319113.3002835,7219686.307015,0.00441,0.004759,73.67,79.11,0.005295509453046021
2020-05-30,2020-05-31,2020-06-03,ADAUSDT,DASHUSDT,0.6140424637376498,-0.021050024764735054,0.14561037837330829,True,24,18471028.54983,6720449.59389,0.07675,0.07879,79.11,78.28,0.03707152494959187
2020-06-02,2020-06-03,2020-06-06,VETUSDT,XRPUSDT,0.6748961698200275,-0.07474931631722881,0.18992651300257998,True,24,8802492.841134,26941680.78483,0.007263,0.006696,0.2031,0.2028,-0.07658980962369533
2020-06-05,2020-06-06,2020-06-09,ADAUSDT,XRPUSDT,0.7397344228804903,-0.042965061378659075,0.1854098343911598,True,24,21005240.908495,26855549.663489997,0.08519,0.08651,0.2028,0.204,0.009577616618891005
2020-06-08,2020-06-09,2020-06-12,VETUSDT,XRPUSDT,0.7081686429512517,-0.058144900784494746,0.1942156642454857,True,24,10762191.440808,25793123.72736,0.007781,0.008751,0.204,0.1881,0.20260381623411483
2020-06-11,2020-06-12,2020-06-15,VETUSDT,XRPUSDT,1.0585744530698662,-0.04517766497461939,0.23227404194002704,True,24,15674764.4823375,25095536.23708,0.008751,0.008644,0.1881,0.19,-0.022328184138262985
2020-06-14,2020-06-15,2020-06-18,VETUSDT,XRPUSDT,0.9708228857989512,-0.0399191510864072,0.2301326299215922,True,24,19266159.845745,24591803.89288,0.008644,0.009014,0.19,0.1929,0.027541099393555424
2020-06-17,2020-06-18,2020-06-21,VETUSDT,ETCUSDT,1.0053392658509455,-0.06438152011922504,0.24542819251480621,True,24,24854731.9846745,17155270.1981,0.009014,0.008296,6.282,6.262,-0.0764701722962765
2020-06-20,2020-06-21,2020-06-24,VETUSDT,XRPUSDT,0.9586971914090159,-0.032955715756951665,0.23655465465188016,True,24,27277934.345937498,24016057.80687,0.008296,0.0089,0.1877,0.1888,0.06694575609224818
2020-06-23,2020-06-24,2020-06-27,VETUSDT,ETCUSDT,0.9957389549226283,-0.03012781497261119,0.24360895421512146,True,24,28280055.307837002,14967518.3986,0.0089,0.008938,6.375,6.045,0.05603436880370127
2020-06-26,2020-06-27,2020-06-30,VETUSDT,ETCUSDT,0.8242498469075323,-0.10722197607443507,0.2118909021513514,True,24,28280055.307837002,13001885.73298,0.008938,0.008683,6.045,5.825,0.007863841358380808
2020-06-29,2020-06-30,2020-07-03,VETUSDT,ETCUSDT,0.39437751004016075,-0.22229639519359146,0.13615126009891335,False,24,28280055.307837002,12570587.03083,0.008683,0.009549,5.825,5.636,0.13218146652306162
2020-07-02,2020-07-03,2020-07-06,VETUSDT,XTZUSDT,0.31519493043118896,-0.19392684610075928,0.1316491828902892,False,21,28068363.170916498,24109098.64875,0.009549,0.014296,2.336,2.29,0.5168118981116863
2020-07-05,2020-07-06,2020-07-09,VETUSDT,XTZUSDT,1.13694743130227,-0.22029281579843374,0.28544862096464596,True,20,31744840.314588003,19259079.79295,0.014296,0.019916,2.29,2.654,0.2341649907263279
2020-07-08,2020-07-09,2020-07-12,VETUSDT,XTZUSDT,1.5564982645584262,-0.09942314217848669,0.37214541220452385,True,18,37167162.671005994,19736530.456299998,0.019916,0.018496,2.654,2.687,-0.08373351951595354
2020-07-11,2020-07-12,2020-07-15,VETUSDT,DASHUSDT,1.1130156553536739,0.005117565698478543,0.27403534289001774,True,18,37599269.522204,2648768.9193399996,0.018496,0.018452,72.69,71.99,0.0072510426082987856
2020-07-14,2020-07-15,2020-07-18,VETUSDT,DASHUSDT,1.132199861207495,-0.008401046687784075,0.34090566684494844,True,17,42207842.144931,2776086.573825,0.018452,0.018212,71.99,69.57,0.020609059830701826
2020-07-17,2020-07-18,2020-07-21,VETUSDT,DASHUSDT,1.0204126913689815,-0.03908839779005546,0.27277862484967436,True,15,41379567.8993595,3443113.43148,0.018212,0.0161,69.57,68.86,-0.10576194559147678
2020-07-20,2020-07-21,2020-07-24,VETUSDT,DASHUSDT,0.9399927702132784,-0.02958163121566415,0.2565470554661582,True,14,47663854.2346655,3607087.4554049997,0.0161,0.017402,68.86,73.47,0.013922135650153544
2020-07-23,2020-07-24,2020-07-27,VETUSDT,IOSTUSDT,0.9556129902236203,-0.045711664883045344,0.25515070867850576,True,14,53905516.466901496,13218395.473644499,0.017402,0.017582,0.006241,0.005989,0.05072178319034304
2020-07-26,2020-07-27,2020-07-30,VETUSDT,BATUSDT,0.9679982096900523,-0.05984484669375689,0.28783888522890083,True,14,53905516.466901496,8327160.967315,0.017582,0.015589,0.2545,0.2477,-0.0866355101965105
2020-07-29,2020-07-30,2020-08-02,VETUSDT,BATUSDT,0.7957373271889401,-0.053455517373043215,0.22329552454320606,True,14,58625615.1938385,8009704.621895,0.015589,0.017388,0.2477,0.2595,0.06776361384186691
2020-08-01,2020-08-02,2020-08-05,VETUSDT,BATUSDT,0.8208861422436369,0.0714285714285714,0.20992116473093206,True,13,58625615.1938385,8009704.621895,0.017388,0.018755,0.2595,0.2623,0.06782745658091227
2020-08-04,2020-08-05,2020-08-08,QTUMUSDT,IOSTUSDT,0.6025857223159079,-0.1841376293920396,0.20959302823702894,True,10,10348683.35445,13876174.616152499,2.852,2.647,0.005597,0.005864,-0.11958351010020651
2020-08-07,2020-08-08,2020-08-11,QTUMUSDT,IOSTUSDT,0.30845279288185834,-0.11813393528969152,0.15738999692176295,False,8,11649691.5888,13346450.6557765,2.647,2.934,0.005864,0.006572,-0.0123120668408363
2020-08-10,2020-08-11,2020-08-14,IOTAUSDT,IOSTUSDT,0.5368589743589745,0.016236276480593892,0.1817487475912903,False,6,6359927.854275,12800136.0685835,0.3831,0.3771,0.006572,0.006313,0.023747909429005398
2020-08-13,2020-08-14,2020-08-17,NEOUSDT,IOSTUSDT,0.3428887455064984,0.02531234788252479,0.13078757715092398,False,3,13620570.407335,13346450.6557765,14.572,15.537,0.006313,0.007051,-0.050678738334062556
2020-08-16,2020-08-17,2020-08-20,QTUMUSDT,IOSTUSDT,0.3988294314381271,0.1849798387096775,0.1069247963642248,False,2,10744927.39725,14273786.2577275,3.347,3.302,0.007051,0.006845,0.01577083807474311
2020-09-15,2020-09-16,2020-09-19,THETAUSDT,ALGOUSDT,0.3450792851749307,-0.4389857369255151,0.3920325110502229,True,2,19749025.900185,32782348.73846,0.5345,0.5753,0.354,0.3366,0.12548556388831644
2020-09-18,2020-09-19,2020-09-22,THETAUSDT,ALGOUSDT,0.42154682480850014,-0.4368412246946629,0.3645831404609803,True,3,19783617.25569,25123414.983039998,0.5753,0.5646,0.3366,0.2874,0.12756856610191447
2020-09-21,2020-09-22,2020-09-25,THETAUSDT,ALGOUSDT,0.2571682596132474,-0.49159440806936827,0.30811638875893044,True,4,19713439.403845,21085504.057535,0.5646,0.6369,0.2874,0.2938,0.10578664519082381
2020-09-24,2020-09-25,2020-09-28,THETAUSDT,ALGOUSDT,0.25680473372781054,-0.47685185185185186,0.26904806058125813,True,5,19713439.403845,17357952.873105,0.6369,0.7457,0.2938,0.3203,0.0806300322325817
2020-09-27,2020-09-28,2020-10-01,THETAUSDT,ALGOUSDT,0.5695350305070481,-0.4008225836604973,0.37229452926948065,True,5,19783617.25569,16050529.59561,0.7457,0.745,0.3203,0.347,-0.08429806590986366
2020-09-30,2020-10-01,2020-10-04,THETAUSDT,KNCUSDT,0.5627750995598406,-0.45484075159914716,0.3256522185279474,True,7,22079492.37358,5135011.1485,0.745,0.7476,0.98151,0.91128,0.07504294813791579
2020-10-03,2020-10-04,2020-10-07,THETAUSDT,COMPUSDT,0.8757515030060121,-0.3502945902517407,0.38185354322788195,True,7,23261980.322504997,20494212.807315,0.7476,0.685,121.22,105.64,0.04479202832554252
2020-10-06,2020-10-07,2020-10-10,THETAUSDT,COMPUSDT,0.6042154566744733,-0.38091607530350124,0.3274093040779702,True,7,30612345.78391,19515755.432825,0.685,0.7143,105.64,115.33,-0.04895289607729869
2020-10-09,2020-10-10,2020-10-13,THETAUSDT,COMPUSDT,0.5053740779768179,-0.34934596301308074,0.2581430046380174,True,8,36559790.998135,19515755.432825,0.7143,0.7304,115.33,116.82,0.009620100670040932
2020-10-12,2020-10-13,2020-10-16,THETAUSDT,COMPUSDT,0.33181403828623535,-0.3511861770098339,0.20782571616902706,True,8,36559790.998135,18957047.91431,0.7304,0.6876,116.82,106.96,0.0258053271122497
2020-10-15,2020-10-16,2020-10-19,THETAUSDT,COMPUSDT,0.28574101796407203,-0.30733380801346366,0.18362639823031704,False,8,36559790.998135,17320776.91476,0.6876,0.6682,106.96,104.84,-0.008393584309814739
2020-10-18,2020-10-19,2020-10-22,THETAUSDT,COMPUSDT,0.16269772292716844,-0.31826754243350464,0.14488793665971259,False,8,36559790.998135,16519873.548640002,0.6682,0.6356,104.84,95.46,0.04068187997822492
2020-10-21,2020-10-22,2020-10-25,ZILUSDT,COMPUSDT,0.3497822931785195,-0.25565258069546226,0.16179116238055302,False,10,8161186.4807,15610253.765345,0.01858,0.01945,95.46,105.19,-0.055102966385415675
2020-10-24,2020-10-25,2020-10-28,ZILUSDT,COMPUSDT,0.3312799452429842,-0.24045057404866788,0.1428156305160411,False,10,8161186.4807,14044541.704325,0.01945,0.0186,105.19,108.69,-0.07697492430761221
2020-10-27,2020-10-28,2020-10-31,ZILUSDT,SXPUSDT,0.19922630560928423,-0.4050887573964497,0.14723644282738194,False,11,8161186.4807,30234045.314005,0.0186,0.01749,1.0038,0.8431,0.10041423236861224
2020-10-30,2020-10-31,2020-11-03,DOGEUSDT,SXPUSDT,-0.01898974553740984,-0.5162678602169049,0.12350848798300221,False,12,2498055.1417455003,30234045.314005,0.002584,0.002513,0.8431,0.8078,0.014392511713185896
2020-11-02,2020-11-03,2020-11-06,DOGEUSDT,SXPUSDT,-0.028968713789107703,-0.41412822744415434,0.09869994066328015,False,12,2498055.1417455003,26529145.012575,0.002513,0.002635,0.8078,0.8114,0.044091004075169415
2020-11-05,2020-11-06,2020-11-09,ZILUSDT,SXPUSDT,0.03577325261419939,-0.29748917748917747,0.10925764468524592,False,12,4831123.85592,27324991.146185,0.01883,0.01922,0.8114,0.9829,-0.19065144578759563
2020-11-08,2020-11-09,2020-11-12,RLCUSDT,KAVAUSDT,0.06298076923076934,-0.3289762340036564,0.10823765198265133,False,12,11430670.82298,10288220.389215,0.8843,0.9272,1.468,1.4696,0.04742302983840729
2020-11-11,2020-11-12,2020-11-15,WAVESUSDT,KAVAUSDT,0.5166138597773986,-0.3792812552724819,0.19560256959715208,True,14,21511935.34717,10799835.1075,3.7324,4.2897,1.4696,1.4565,0.15822810444426172
2020-11-14,2020-11-15,2020-11-18,WAVESUSDT,KAVAUSDT,0.5948426411028129,-0.35996306718255366,0.20633671828866337,True,15,22662695.496299997,10799835.1075,4.2897,4.9139,1.4565,1.8814,-0.14621540107075637
2020-11-17,2020-11-18,2020-11-21,WAVESUSDT,SXPUSDT,0.6106797706797704,-0.13872312597073488,0.19336755945624623,True,15,22662695.496299997,32273366.448655,4.9139,6.7776,1.0536,0.9819,0.44732343923640727
2020-11-20,2020-11-21,2020-11-24,WAVESUSDT,SXPUSDT,1.1783912330880226,-0.15111149554536796,0.3033109381884271,True,16,23278543.979604997,33258357.93298,6.7776,7.905,0.9819,1.1397,0.005633238168931465
2020-11-23,2020-11-24,2020-11-27,WAVESUSDT,THETAUSDT,1.3022714036109493,-0.07450653322212963,0.30585473715290773,True,16,24362716.74039,14242239.70299,7.905,6.062,0.6661,0.6188,-0.16213322120766593
2020-11-26,2020-11-27,2020-11-30,WAVESUSDT,MKRUSDT,0.9172808654667381,-0.09642085775995068,0.2399197632835907,True,15,28941940.9603,13740604.420135,6.062,7.0462,527.38,546.11,0.12684046990933528
2020-11-29,2020-11-30,2020-12-03,YFIUSDT,MKRUSDT,1.2344776214311022,0.05227044946418946,0.33964725909688454,True,16,321641591.83685005,13436367.084285,24601.2,30359.4,546.11,560.38,0.2079314862891486
2020-12-02,2020-12-03,2020-12-06,YFIUSDT,MKRUSDT,2.004653649649491,0.07201453293813942,0.4690453914998993,True,20,332230449.49665,13436367.084285,30359.4,29351.0,560.38,533.36,0.015001868441345878
2020-12-05,2020-12-06,2020-12-09,SUSHIUSDT,MKRUSDT,3.472604065827686,0.004521647386864558,0.7905584454631039,True,24,119486994.86835,14012752.243585,2.3101,2.1198,533.36,502.93,-0.02532398893020149
2020-12-08,2020-12-09,2020-12-12,SUSHIUSDT,SXPUSDT,2.3018221460831643,-0.1323170731707317,0.5216634982546691,True,24,133756576.5544,43095715.60250001,2.1198,1.9339,0.8539,0.804,-0.029259196365154505
2020-12-11,2020-12-12,2020-12-15,SUSHIUSDT,SXPUSDT,1.837270726338958,-0.1550257325911143,0.4435197305762662,True,24,133756576.5544,37634064.90564,1.9339,2.5634,0.804,0.8575,0.2589657521894637
2020-12-14,2020-12-15,2020-12-18,EGLDUSDT,SOLUSDT,1.5622495324605934,-0.17000000000000004,0.4383472295679781,True,26,12441608.62835,15878578.404550001,19.177,23.354,1.5927,1.68,0.1630004227552011
2020-12-17,2020-12-18,2020-12-21,EGLDUSDT,CRVUSDT,1.9591733231900594,-0.2502857142857142,0.43891684950906956,True,28,18743425.25375,46116666.082200006,23.354,25.621,0.656,0.617,0.15652238505128901
2020-12-20,2020-12-21,2020-12-24,EGLDUSDT,YFIIUSDT,2.346671897476134,-0.3271343035013283,0.4973812943746988,True,27,20480950.63535,38029580.54955,25.621,21.748,1696.3,1345.1,0.05587378934836351
2020-12-23,2020-12-24,2020-12-27,EGLDUSDT,BZRXUSDT,1.3879877246821568,-0.5123081378511439,0.37470235247012545,True,28,31217031.731399998,13796367.77615,21.748,23.174,0.1684,0.1543,0.1492984638989382
2020-12-26,2020-12-27,2020-12-30,EGLDUSDT,OMGUSDT,1.5338296474709874,-0.31447084233261335,0.40060235883945106,True,28,34062322.344050005,17049024.57488,23.174,23.837,2.5383,2.5639,0.01852415845550648
2020-12-29,2020-12-30,2021-01-02,EGLDUSDT,BZRXUSDT,1.6644317800871606,-0.39016777214202103,0.4174963029411511,True,30,37681029.01955,13796367.77615,23.837,26.109,0.1565,0.162,0.060170237667137805
2021-01-01,2021-01-02,2021-01-05,EGLDUSDT,BZRXUSDT,1.2552915766738661,-0.4401798063623791,0.3769550326496457,True,29,37681029.01955,12764781.3195,26.109,30.785,0.162,0.1887,0.014280516297062285
2021-01-04,2021-01-05,2021-01-08,DOGEUSDT,WAVESUSDT,1.8828722778104767,-0.33510553196726367,0.5242463133123889,True,29,10762258.389968,33666517.096415,0.009796,0.009775,5.4031,5.9407,-0.10164216821855476
2021-01-07,2021-01-08,2021-01-11,EGLDUSDT,FLMUSDT,1.9631343759974467,-0.28104575163398693,0.5123509139142155,True,28,43431018.8553,5782015.65155,37.161,36.339,0.1432,0.1719,-0.22253895889229702
2021-01-10,2021-01-11,2021-01-14,SNXUSDT,WAVESUSDT,2.244260789715335,-0.1946960454483837,0.5746179795254501,True,29,29683410.33955,32356553.440954998,14.139,15.556,6.5376,6.3913,0.1225974944953393
2021-01-13,2021-01-14,2021-01-17,SNXUSDT,WAVESUSDT,1.963047619047619,-0.25961115102078647,0.585538987687505,True,32,47112123.993949994,35086752.808325,15.556,15.577,6.3913,6.6452,-0.03837591593486889
2021-01-16,2021-01-17,2021-01-20,AVAXUSDT,FILUSDT,2.9765049569568327,-0.19714897651065633,0.7276063028572611,True,34,31696689.17295,34079717.17025,12.7817,11.7,22.865,22.685,-0.07675651134602657
2021-01-19,2021-01-20,2021-01-23,AVAXUSDT,FILUSDT,2.5307144581221337,-0.20274309829435544,0.6400776590352057,True,35,38960423.5154,37707820.41515,11.7,12.7217,22.685,22.298,0.10438451742463206
2021-01-22,2021-01-23,2021-01-26,CRVUSDT,FILUSDT,3.6842105263157894,-0.002995082700044671,0.8356062733950426,True,36,57685150.50065,37707820.41515,1.958,2.005,22.298,22.415,0.018756978437949545
2021-01-25,2021-01-26,2021-01-29,CRVUSDT,FILUSDT,3.268085106382978,-0.049043315939077736,0.8261389697943577,True,35,67270703.75215,38520225.6321,2.005,2.085,22.415,21.942,0.061002190041291926
2021-01-28,2021-01-29,2021-02-01,FTMUSDT,WAVESUSDT,6.307823960880196,-0.10148465381870087,1.2141444789487565,True,33,10420391.262805,39991765.09726,0.119555,0.127981,6.2932,6.5526,0.029258929042526693
2021-01-31,2021-02-01,2021-02-04,FTMUSDT,FILUSDT,6.452757960675135,0.0025187783924796037,1.1862129534804329,True,33,11740723.521505501,36166677.00345,0.127981,0.130791,22.289,23.119,-0.015281715360197179
2021-02-03,2021-02-04,2021-02-07,FTMUSDT,FILUSDT,5.362286382004966,0.0794770021013309,1.0607768861102038,True,34,12512504.144326,35324530.232,0.130791,0.141529,23.119,24.295,0.03123319829302318
2021-02-06,2021-02-07,2021-02-10,FTMUSDT,YFIUSDT,4.9276649214659685,-0.04369525638354743,1.0576800314641575,True,34,21674804.243633002,124795253.08645001,0.141529,0.148515,31678.4,35362.2,-0.06692653039446306
2021-02-09,2021-02-10,2021-02-13,FTMUSDT,YFIUSDT,4.874589417863786,0.03825635843414177,1.1534004678528087,True,34,38404209.396174505,119220236.4944,0.148515,0.185434,35362.2,47188.0,-0.08583155387638297
2021-02-12,2021-02-13,2021-02-16,FTMUSDT,YFIUSDT,6.742467928628139,0.40211673235016154,1.2960897998885557,True,32,49717431.5151865,119220236.4944,0.185434,0.173903,47188.0,40390.4,0.08186972316283714
2021-02-15,2021-02-16,2021-02-19,FTMUSDT,YFIUSDT,5.075039356305755,0.19239378887123526,0.8874815818515541,True,32,55977121.880757004,119220236.4944,0.173903,0.21091,40390.4,44370.5,0.11426179699202832
2021-02-18,2021-02-19,2021-02-22,FTMUSDT,YFIUSDT,6.516310741915933,0.28796688934069126,1.0853329418644422,True,35,58761539.5711105,115581899.58875,0.21091,0.3475,44370.5,43128.0,0.675625048249555
2021-02-21,2021-02-22,2021-02-25,FTMUSDT,YFIUSDT,11.834213929429152,0.39940233226691935,1.9046860499202303,True,35,61531324.421853,117551187.35845,0.3475,0.648999,43128.0,33765.3,1.0847140065576921
2021-02-24,2021-02-25,2021-02-28,FTMUSDT,ENJUSDT,11.40278521692555,0.037608139264335705,1.9302859583320238,True,36,61801185.844125494,27725050.383835,0.648999,0.469213,0.4902,0.56802,-0.43577198764640046
2021-02-27,2021-02-28,2021-03-03,MATICUSDT,ALPHAUSDT,4.103697957072666,-0.25846718566731697,0.8460871287471068,True,36,62088333.853664994,119359559.740265,0.1975,0.23283,1.22,1.51415,-0.062220481427682106
2021-03-02,2021-03-03,2021-03-06,MATICUSDT,ALPHAUSDT,5.06750065155069,-0.2618005245760976,0.9651568359319349,True,33,81487484.69836,107953116.114665,0.23283,0.21297,1.51415,1.83,-0.2938971701655443
2021-03-05,2021-03-06,2021-03-09,MATICUSDT,ALPHAUSDT,3.8472917614929454,-0.13767061007382697,0.8518136239694931,True,27,81487484.69836,119359559.740265,0.21297,0.21768,1.83,1.62158,0.1360065013389865
2021-03-08,2021-03-09,2021-03-12,ENJUSDT,ALPHAUSDT,3.435824926118414,-0.33581698060623955,0.9109215732447491,True,28,41214768.295925,110877392.60398,1.74128,1.79441,1.62158,1.60724,0.039355264098276055
2021-03-11,2021-03-12,2021-03-15,ENJUSDT,ALPHAUSDT,3.259057884989791,-0.23643740468532504,1.0287267639917737,True,28,66868767.025474995,93279026.42921999,1.79441,2.3311,1.60724,1.5046,0.3629509804163047
2021-03-14,2021-03-15,2021-03-18,ENJUSDT,AVAXUSDT,2.804200597287726,-0.4050081879701888,0.8159157549886333,True,26,84800474.9291,217869633.03974998,2.3311,2.46202,28.8147,32.7263,-0.07958782850416846
2021-03-17,2021-03-18,2021-03-21,ENJUSDT,AAVEUSDT,3.69186334693255,-0.16031720293449958,0.9218496788593566,True,23,152715262.6359,184282846.9263,2.46202,2.2048,383.319,370.57,-0.07121568255571498
2021-03-20,2021-03-21,2021-03-24,ENJUSDT,ZENUSDT,2.7328321820398207,-0.2747087838419622,0.7672604419291832,True,23,201163563.011605,25919806.050300002,2.2048,2.05287,58.982,51.515,0.0576892005784746
2021-03-23,2021-03-24,2021-03-27,ENJUSDT,GRTUSDT,2.5718488345779584,-0.3481072739803813,0.6809539806320617,True,22,218594744.30556,92371618.423355,2.05287,2.33729,1.50403,1.5532,0.10585532987440716
2021-03-26,2021-03-27,2021-03-30,ENJUSDT,GRTUSDT,3.763021098766691,-0.17805704005502931,0.9715885234606721,True,22,232742615.66669,89404721.631495,2.33729,2.49732,1.5532,1.77604,-0.07500335938383174
2021-03-29,2021-03-30,2021-04-02,SKLUSDT,LRCUSDT,2.715197394480877,-0.0011294832151387268,0.8400352218341601,True,19,48557865.168060005,18596803.680845,0.8445,0.81735,0.53977,0.538,-0.02887002624728241
2021-04-01,2021-04-02,2021-04-05,FILUSDT,LRCUSDT,3.853985194485861,-0.0532654822066877,0.9665260331225208,True,19,242967585.49495,19857690.628200002,185.547,183.03,0.538,0.57213,-0.07700395783446912
2021-04-04,2021-04-05,2021-04-08,FILUSDT,GRTUSDT,3.522091529109419,-0.035467203783168366,0.7906277741316171,True,19,419098760.441,91102652.792425,183.03,156.313,1.76241,1.6591,-0.08735200978470481
2021-04-07,2021-04-08,2021-04-11,FILUSDT,AAVEUSDT,2.7582658042176638,-0.2010909306959654,0.6664456526540166,True,19,590913614.1329501,133345593.44585,156.313,174.822,349.406,367.875,0.06555157766556707
2021-04-10,2021-04-11,2021-04-14,FILUSDT,RENUSDT,3.132156195338723,-0.14711563018771556,0.7047102609795582,True,19,739479292.199,45443335.983155,174.822,164.522,1.06885,1.02253,-0.015580773914903978
2021-04-13,2021-04-14,2021-04-17,FILUSDT,SKLUSDT,2.0532499350384197,-0.14498671652071238,0.48880972302826675,True,16,757340458.0941501,51505608.650869995,164.522,182.931,0.69566,0.70814,0.09395405188533501
2021-04-16,2021-04-17,2021-04-20,ZENUSDT,ALPHAUSDT,1.3171837708830547,-0.10392034847541998,0.3512758869242579,True,13,36875917.547000006,79813988.722165,126.361,96.415,1.62729,1.27464,-0.020277687931037902
2021-04-19,2021-04-20,2021-04-23,AXSUSDT,ALPHAUSDT,0.7721209587820519,-0.31255934397928353,0.3240984096138778,True,12,57118759.284355,83163403.11485,8.0549,8.112,1.27464,1.35954,-0.05951818924030916
2021-04-22,2021-04-23,2021-04-26,AXSUSDT,ALPHAUSDT,1.1101303943036362,-0.36253704189954616,0.4591697997988438,True,12,67860682.33702001,89127523.269185,8.112,6.563,1.35954,1.21848,-0.08719599445966464
2021-04-25,2021-04-26,2021-04-29,ZENUSDT,ALPHAUSDT,1.2128081779915814,-0.37012842709113936,0.4115543070952981,True,13,50158524.67285,81777838.48212999,110.491,123.534,1.21848,1.43313,-0.058116289918308306
2021-04-28,2021-04-29,2021-05-02,ZENUSDT,SKLUSDT,1.2837625482982382,-0.32106429104521816,0.4320959417764921,True,15,54133950.15255,50991640.09132,123.534,125.808,0.57337,0.65869,-0.1303965492185175
2021-05-01,2021-05-02,2021-05-05,ZENUSDT,AKROUSDT,1.2258184392142986,-0.24751951316311682,0.38717340006569956,True,15,54263930.1687,46512062.39747,125.808,112.1,0.05688,0.04861,0.03643412693429837
2021-05-04,2021-05-05,2021-05-08,ZENUSDT,AKROUSDT,0.6984848484848485,-0.3476043484096095,0.26090966265393317,False,15,54077871.35855,46423137.39177,112.1,146.975,0.04861,0.04964,0.28991709946870925
2021-05-07,2021-05-08,2021-05-11,ZENUSDT,AKROUSDT,1.1238170916708805,-0.36703212646608874,0.3202738760880219,False,15,62236192.3921,44772356.326745,146.975,128.832,0.04964,0.04491,-0.028156702745222417
2021-05-10,2021-05-11,2021-05-14,ZENUSDT,AKROUSDT,0.7589067638189582,-0.39973262032085566,0.26408350106962547,False,15,68016761.02045,40323876.851405,128.832,137.247,0.04491,0.04254,0.11808983403966422
2021-05-13,2021-05-14,2021-05-17,ZENUSDT,SANDUSDT,0.6057883531035773,-0.3684619058992118,0.2898221052965426,False,14,83475767.27555001,47361158.536775,137.247,125.752,0.42358,0.41559,-0.0648910828636341
2021-05-16,2021-05-17,2021-05-20,ALPHAUSDT,CHZUSDT,0.16365535889872174,-0.4329085311196851,0.1762045363114262,False,14,80613183.77255,287034779.45713997,1.8935,1.1444,0.4365,0.26191,0.004360507445287598
2021-05-19,2021-05-20,2021-05-23,ALPHAUSDT,LITUSDT,-0.10268081366147674,-0.579153605015674,0.13684142015392467,False,13,80613183.77255,34015407.48125,1.1444,0.8842,3.76,3.1,-0.051836138234659934
2021-05-22,2021-05-23,2021-05-26,SANDUSDT,UNFIUSDT,0.006235866511341115,-0.6273466090014733,0.18522589905130285,False,14,47361158.536775,19273856.22795,0.43979,0.29363,7.844,10.062,-0.6151043311791557
2021-05-25,2021-05-26,2021-05-29,REEFUSDT,LUNAUSDT,-0.029142381348875923,-0.6246987713822937,0.1540626569861545,False,15,100008684.3553545,154825419.49220002,0.030304,0.027776,6.652,5.907,0.028575061545114133
2021-05-28,2021-05-29,2021-06-01,REEFUSDT,LUNAUSDT,-0.20698126142595974,-0.6489497022075869,0.12646445248488294,False,15,114448758.62349549,154825419.49220002,0.027776,0.026606,5.907,6.541,-0.14945298195377044
2021-05-31,2021-06-01,2021-06-04,SKLUSDT,LITUSDT,-0.3100630363788258,-0.6142564434379381,0.09269214402161585,False,15,49463740.24594,26167870.51235,0.45443,0.42334,3.577,4.072,-0.2067994982774829
2021-06-03,2021-06-04,2021-06-07,REEFUSDT,UNFIUSDT,-0.24741646336449108,-0.559771456162234,0.08896795083384842,False,16,103987264.63614151,22178935.011,0.027446,0.024874,10.941,9.519,0.03625855060387195
2021-06-06,2021-06-07,2021-06-10,ANKRUSDT,LUNAUSDT,-0.36610878661087864,-0.622843007119585,0.08213463443551515,False,16,32646532.386754498,154825419.49220002,0.10312,0.09489,6.251,6.014,-0.041895996407836145
2021-06-09,2021-06-10,2021-06-13,COTIUSDT,LUNAUSDT,-0.3239713609685646,-0.6200997411779559,0.08074438892666684,False,16,28493487.544245,152919694.9035,0.22,0.19049,6.014,5.5,-0.04866912053692907
2021-06-12,2021-06-13,2021-06-16,CHZUSDT,LUNAUSDT,-0.36030356100408634,-0.6547589151180312,0.07704469164533259,False,17,172176027.40866,149302464.8655,0.27395,0.3281,5.5,6.582,0.0009365345368266276
