trade_index,decision_date,entry_date,exit_date,long_symbol,short_symbol,long_signal,short_signal,dispersion,dispersion_gate,eligible_count,median_quote_volume_long,median_quote_volume_short,long_entry,long_exit,short_entry,short_exit,gross_unit_return,leverage,net_return,equity_before,equity_after,log_contribution
558,2024-12-11,2024-12-12,2024-12-15,ZROUSDT,NEIROETHUSDT,0.6755673575766517,-0.3476180984652182,0.25636901399181106,True,26,94278844.80551,111339718.72674,6.8147,6.4266,0.06546,0.05789,0.05869272483693,0.25,0.011923181209232497,0.8865110744685848,0.8970811066534651,0.01185266008810826
559,2024-12-14,2024-12-15,2024-12-18,ZROUSDT,POPCATUSDT,0.8832459045218766,-0.34406535319557907,0.29045745318948935,True,28,86678007.382805,241627057.97430003,6.4266,6.5699,1.0919,1.0415,0.06845602223246594,0.25,0.014364005558116483,0.8970811066534651,0.9099667846555167,0.014261820591496076
560,2024-12-17,2024-12-18,2024-12-21,KDAUSDT,POPCATUSDT,0.9379893517068589,-0.4535390104412613,0.31523768101567673,True,29,31017919.978699997,195041118.04735,1.2378,1.0234,1.0415,0.7931,0.06529162552581369,0.25,0.01357290638145342,0.9099667846555167,0.9223176786338781,0.013481619578205315
561,2024-12-20,2024-12-21,2024-12-24,UXLINKUSDT,POPCATUSDT,1.1118387041185591,-0.4751885668916237,0.3274875409815895,True,30,45018895.57445,195041118.04735,1.2255,1.4692,0.7931,0.8147,0.17162270811781832,0.25,0.04015567702945458,0.9223176786338781,0.9593539694556565,0.03937039140233198
562,2024-12-23,2024-12-24,2024-12-27,UXLINKUSDT,POPCATUSDT,1.5495401700503209,-0.44981764149669046,0.3450850717174857,True,32,68970129.18335,184885127.0999,1.4692,2.019,0.8147,0.7294,0.4789183780700469,0.25,0.11697959451751172,0.9593539694556565,1.0715788078013446,0.11062825180696045
563,2024-12-26,2024-12-27,2024-12-30,UXLINKUSDT,NEIROUSDT,2.618706325031356,-0.45401822700911354,0.49550030772086784,True,34,198642920.456,551676208.0981115,2.019,1.6129,0.0009227,0.0009214,-0.19973026917310366,0.25,-0.05268256729327592,1.0715788078013446,1.015125285149302,-0.054121043750470596
564,2024-12-29,2024-12-30,2025-01-02,UXLINKUSDT,NEIROUSDT,1.3302513724357121,-0.5246569689466625,0.30266102461993744,True,35,372229791.75575,529101145.81218576,1.6129,1.4516,0.0009214,0.0009821,-0.16588421173369383,0.25,-0.04422105293342346,1.015125285149302,0.9702353761806581,-0.04522861958560816
565,2025-01-01,2025-01-02,2025-01-05,UXLINKUSDT,NEIROUSDT,1.2734534064213001,-0.46415320820602357,0.2802294620509079,True,37,423934650.46255,447954872.8424649,1.4516,1.6656,0.0009821,0.0010911,0.03643687141749696,0.25,0.00635921785437424,0.9702353761806581,0.9764053143078117,0.006339083343260647
566,2025-01-04,2025-01-05,2025-01-08,UXLINKUSDT,COSUSDT,1.518221684560714,-0.46642810670136625,0.3152060405664374,True,37,442611014.84005,10934108.876617499,1.6656,1.6001,0.008202,0.007439,0.05370092308968,0.25,0.010675230772419997,0.9764053143078117,0.986828666365465,0.010618652795526755
567,2025-01-07,2025-01-08,2025-01-11,UXLINKUSDT,POPCATUSDT,1.3773584905660377,-0.5341463414634147,0.29479460729763224,True,37,488808306.49144995,148456260.11645,1.6001,1.2866,0.7067,0.5344,0.04788399960887546,0.25,0.009220999902218863,0.986828666365465,0.9959282134015276,0.009178746032619353
568,2025-01-10,2025-01-11,2025-01-14,UXLINKUSDT,POPCATUSDT,1.2112046743426705,-0.5741611540607316,0.27085471253959953,True,37,488808306.49144995,144450954.09895003,1.2866,1.1597,0.5344,0.5552,-0.13755420916289607,0.25,-0.03713855229072402,0.9959282134015276,0.9589408813703075,-0.037845753226413974
584,2025-02-27,2025-02-28,2025-03-03,BANUSDT,SLERFUSDT,0.8422619047619049,-0.5340277777777778,0.22536995140604282,True,49,70979096.19535,3043734.27565,0.062,0.0622,0.0672,0.0853,-0.2661194316436253,0.25,-0.06927985791090632,0.9589408813703075,0.8925055933640134,-0.07179664615391848
585,2025-03-02,2025-03-03,2025-03-06,BANUSDT,GOATUSDT,0.9021406727828745,-0.479313824419778,0.24454765921712948,True,49,70979096.19535,47541168.5668,0.0622,0.057,0.1033,0.0738,0.2019747060819329,0.25,0.047743676520483225,0.8925055933640134,0.9351170917063069,0.04663897251061356
586,2025-03-05,2025-03-06,2025-03-09,NEIROETHUSDT,GOATUSDT,1.2797953964194373,-0.49589603283173733,0.2897707176306699,True,49,16638852.74922,46704397.0045,0.04458,0.03584,0.0738,0.0614,-0.028030361057311826,0.25,-0.009757590264327959,0.9351170917063069,0.9259926022762667,-0.009805507507546336
591,2025-03-20,2025-03-21,2025-03-24,1000XUSDT,RAYSOLUSDT,1.1983777111620526,-0.6002027871442382,0.2947741170139634,True,57,3322209.89953,35141076.508965,0.12469,0.08789,1.6953,1.7759,-0.342675134871259,0.25,-0.08841878371781475,0.9259926022762667,0.8441174626513049,-0.09257458704208969
592,2025-03-23,2025-03-24,2025-03-27,1000CHEEMSUSDT,RAYSOLUSDT,0.8597118284373952,-0.5852137351086195,0.30047525359156796,True,57,21073066.46424535,28954242.865735,0.0016649,0.0018055,1.7759,1.9923,-0.037404191491576144,0.25,-0.012101047872894038,0.8441174626513049,0.8339027568254157,-0.01217486163972552
593,2025-03-26,2025-03-27,2025-03-30,1000CHEEMSUSDT,KOMAUSDT,1.0827085015572733,-0.40196882690730096,0.2862804683817679,True,56,22026583.126994,7212174.613849999,0.0018055,0.0016109,0.03646,0.02722,0.14564663680018364,0.25,0.03366165920004591,0.8339027568254157,0.8619733072316516,0.03310750706572955
594,2025-03-29,2025-03-30,2025-04-02,1000CHEEMSUSDT,SCRUSDT,1.0140035008752184,-0.5126322977125299,0.25592778361196683,True,55,23821336.9448181,8045003.758649999,0.0016109,0.0016848,0.2856,0.2772,0.07528674142697,0.25,0.0160716853567425,0.8619733072316516,0.8758266710113893,0.01594390312078729
595,2025-04-01,2025-04-02,2025-04-05,1000CHEEMSUSDT,ACTUSDT,0.937442502299908,-0.6129694135611012,0.2639384647840807,True,54,28687420.2569478,46723212.88598,0.0016848,0.0016248,0.08111,0.05588,0.2754465199909659,0.25,0.06611162999774148,0.8758266710113893,0.9337289998274481,0.0640180388330361
596,2025-04-04,2025-04-05,2025-04-08,1000CHEEMSUSDT,ACTUSDT,0.9393794749403341,-0.712810235856328,0.26745707922198453,True,58,32963485.4728246,46723212.88598,0.0016248,0.0015633,0.05588,0.05613,-0.04232468499178976,0.25,-0.013331171247947443,0.9337289998274481,0.9212812986315736,-0.013420829031785646
597,2025-04-07,2025-04-08,2025-04-11,FARTCOINUSDT,ACTUSDT,1.3316477033291192,-0.7063624947676852,0.29406664959742873,True,61,362206647.79599,46723212.88598,0.5534,0.7544,0.05613,0.05437,0.3945650331195245,0.25,0.09589125827988113,0.9212812986315736,1.0096241215870783,0.09156796670558318
598,2025-04-10,2025-04-11,2025-04-14,FARTCOINUSDT,ACTUSDT,1.8768115942028984,-0.7249038656142481,0.3665341669653001,True,63,407117630.11203,43378969.2251,0.7544,0.8023,0.05437,0.05386,0.07287434043983243,0.25,0.015468585109958105,1.0096241215870783,1.0252415782409146,0.015350166168319157
599,2025-04-13,2025-04-14,2025-04-17,FARTCOINUSDT,TROYUSDT,1.8240056318197815,-0.8614840989399293,0.4161105147572239,True,63,475858941.77442,7005351.005311,0.8023,0.8984,0.000196,0.000187,0.16569899803371424,0.25,0.03867474950842856,1.0252415782409146,1.064892539465008,0.03794562125019182
600,2025-04-16,2025-04-17,2025-04-20,FARTCOINUSDT,TROYUSDT,1.7868445547626437,-0.8633040935672515,0.38205276769696506,True,65,522169645.40208,5660637.582427,0.8984,0.8143,0.000187,0.000187,-0.0936108637577916,0.25,-0.0261527159394479,1.064892539465008,1.0370427073743422,-0.02650078017847254
601,2025-04-19,2025-04-20,2025-04-23,ALCHUSDT,TROYUSDT,1.7902502801643632,-0.8547008547008547,0.36610281305796516,True,69,108712861.93540001,5244486.807593,0.14938,0.19635,0.000187,0.000187,0.3144329896907214,0.25,0.07585824742268035,1.0370427073743422,1.1157109496582314,0.07311871274758124
602,2025-04-22,2025-04-23,2025-04-26,ALCHUSDT,TROYUSDT,1.9505560565073639,-0.8493150684931507,0.35149312781645814,True,69,108712861.93540001,4938838.8759725,0.19635,0.15981,0.000187,0.000187,-0.18609625668449192,0.25,-0.04927406417112298,1.1157109496582314,1.0607353367283472,-0.0505294432183842
603,2025-04-25,2025-04-26,2025-04-29,FARTCOINUSDT,TROYUSDT,0.9697549770290963,-0.8517049960348929,0.2840237799352445,True,69,715813778.4484551,4644710.474886,1.029,1.0942,0.000187,0.000187,0.06336248785228382,0.25,0.013090621963070953,1.0607353367283472,1.0746210220243286,0.013005680261450256
604,2025-04-28,2025-04-29,2025-05-02,ALCHUSDT,TROYUSDT,1.950940170940171,-0.8186226964112512,0.4731792052317532,True,68,97990527.32929501,3045097.1475255,0.17261,0.177,0.000187,0.000187,0.02543305718092803,0.25,0.003608264295232008,1.0746210220243286,1.0784985386890047,0.0036017701267158355
605,2025-05-01,2025-05-02,2025-05-05,VIRTUALUSDT,MOVEUSDT,1.7390504847876969,-0.5477178423236515,0.4405227486299997,True,68,42833257.546275,79278895.81475,1.6387,1.6366,0.1852,0.1722,0.06891288081831715,0.25,0.014478220204579284,1.0784985386890047,1.094113278022461,0.014374411551141046
606,2025-05-04,2025-05-05,2025-05-08,AVAAIUSDT,MOVEUSDT,2.8766380478987803,-0.5468421052631579,0.5425138411465896,True,67,22088857.147005,82462011.4023,0.08581,0.08125,0.1722,0.1573,0.03338663424758348,0.25,0.00559665856189587,1.094113278022461,1.1002366564675892,0.005581055458125268
607,2025-05-07,2025-05-08,2025-05-11,AVAAIUSDT,MOVEUSDT,3.288278775079198,-0.5210109622411694,0.6340427205941408,True,65,24716447.79689,86279009.86225,0.08125,0.09119,0.1573,0.2071,-0.19425403687221876,0.25,-0.05131350921805469,1.1002366564675892,1.0437796526538978,-0.052676892400149375
608,2025-05-10,2025-05-11,2025-05-14,AVAAIUSDT,MOVEUSDT,3.6250634195839684,-0.35652173913043483,0.8099824917942946,True,63,29338011.187799998,89259181.6249,0.09119,0.07939,0.2071,0.229,-0.23514616994279547,0.25,-0.06153654248569887,1.0437796526538978,0.9795490617126532,-0.06351136083212854
609,2025-05-13,2025-05-14,2025-05-17,CHILLGUYUSDT,LAYERUSDT,4.567015706806282,-0.38118121221516044,0.9152378980120415,True,60,51999058.404285,167494131.346605,0.10634,0.07941,1.1976,1.0607,-0.13893235345369448,0.25,-0.03748308836342362,0.9795490617126532,0.9428325376761691,-0.03820364244304982
610,2025-05-16,2025-05-17,2025-05-20,CHILLGUYUSDT,LAYERUSDT,2.9512437810945276,-0.4908567314614831,0.6535396161331489,True,62,65420903.85939,159002225.307355,0.07941,0.08215,1.0607,0.9573,0.13198726485078316,0.25,0.030246816212695787,0.9428325376761691,0.9713502201626099,0.029798400926453764
611,2025-05-19,2025-05-20,2025-05-23,CHILLGUYUSDT,LAYERUSDT,2.824953445065177,-0.5456573327005221,0.6253429024843287,True,62,67477075.592955,159002225.307355,0.08215,0.10859,0.9573,0.9767,0.3015849443164704,0.25,0.0726462360791176,0.9713502201626099,1.0419151575720456,0.07012871318164901
612,2025-05-22,2025-05-23,2025-05-26,CHILLGUYUSDT,LAYERUSDT,2.5911346344690704,-0.5006391573349696,0.5534611435798957,True,61,75398034.44188,159002225.307355,0.10859,0.08775,0.9767,1.0015,-0.21730616579300754,0.25,-0.05707654144825189,1.0419151575720456,0.9824462438953228,-0.05877016766869985
613,2025-05-25,2025-05-26,2025-05-29,CHILLGUYUSDT,LAYERUSDT,2.042649098474341,-0.6066687612913361,0.42162802727443255,True,59,75398034.44188,152711078.82228,0.08775,0.08014,1.0015,0.9118,0.0028420047990692643,0.25,-0.0020394988002326838,0.9824462438953228,0.9804425459596051,-0.0020415814100460256
614,2025-05-28,2025-05-29,2025-06-01,KAITOUSDT,LAYERUSDT,1.323800342759212,-0.6921388532450867,0.3075168447285995,True,56,214987174.607305,109424399.88512999,2.1697,1.961,0.9118,0.7819,0.04627703980553399,0.25,0.008819259951383496,0.9804425459596051,0.989089323639819,0.008780597428615217
615,2025-05-31,2025-06-01,2025-06-04,KAITOUSDT,LAYERUSDT,1.1396617566830334,-0.7453183520599251,0.2832482210271557,True,56,249241881.012895,83708197.01664999,1.961,1.836,0.7819,0.8261,-0.1202719561699983,0.25,-0.03281798904249958,0.989089323639819,0.9566294010545542,-0.03336857894726088
616,2025-06-03,2025-06-04,2025-06-07,KAITOUSDT,LAYERUSDT,1.3001753946379355,-0.7472305526654017,0.3299041099619097,True,54,249241881.012895,67318778.57468,1.836,1.6487,0.8261,0.7273,0.017582861064101785,0.25,0.001645715266025446,0.9566294010545542,0.9582037406637984,0.0016443625605656615
617,2025-06-06,2025-06-07,2025-06-10,SPXUSDT,AVAAIUSDT,1.1304950495049506,-0.5785520807682838,0.2528867043833214,True,53,32491599.331100002,31687740.29232,1.0761,1.4156,0.03423,0.04163,0.09930649199754882,0.25,0.022076622999387202,0.9582037406637984,0.9793576434030357,0.02183646255174794
618,2025-06-09,2025-06-10,2025-06-13,ANIMEUSDT,AVAAIUSDT,0.9851485148514854,-0.5434401053093463,0.2398664107499109,True,47,51751406.86625,26631881.12713,0.0441,0.02667,0.04163,0.0304,-0.12548070873797512,0.25,-0.03412017718449378,0.9793576434030357,0.9459417870831358,-0.03471585953210014
621,2025-06-18,2025-06-19,2025-06-22,BIDUSDT,GRIFFAINUSDT,0.68429820907955,-0.5777386885566305,0.24670358364781755,True,46,10445849.63881,26150060.280575,0.08092,0.09765,0.04321,0.0353,0.38980688181721346,0.25,0.09470172045430336,0.9459417870831358,1.0355241017695271,0.09048192474886561
622,2025-06-21,2025-06-22,2025-06-25,BIDUSDT,AVAAIUSDT,1.0134048257372652,-0.694850603941513,0.3000704746583883,True,48,23173514.188025,16419723.712625,0.09765,0.11274,0.02402,0.02879,-0.044053022890550686,0.25,-0.013763255722637674,1.0355241017695271,1.0212719187499184,-0.013858847442301944
623,2025-06-24,2025-06-25,2025-06-28,BIDUSDT,SIRENUSDT,1.7627450980392156,-0.7045514511873351,0.4529212981118378,True,49,45131321.560885,5054531.783425,0.11274,0.11958,0.04482,0.04944,-0.042408413145218704,0.25,-0.013352103286304678,1.0212719187499184,1.007635790607367,-0.013442044114076122
624,2025-06-27,2025-06-28,2025-07-01,BIDUSDT,SIRENUSDT,1.9227383863080685,-0.6791901888261631,0.4387005094589435,True,51,60222667.48995,5512059.46784,0.11958,0.14478,0.04944,0.05207,0.1575417886551147,0.25,0.03663544716377867,1.007635790607367,1.0445509783744955,0.03598032179346127
625,2025-06-30,2025-07-01,2025-07-04,BIDUSDT,SIRENUSDT,3.2806031933766997,-0.6568717881143761,0.6365711167688786,True,52,69747146.339795,5072404.565125,0.14478,0.16137,0.05207,0.04205,0.30702091314323854,0.25,0.07400522828580963,1.0445509783744955,1.121853211985266,0.07139486412492616
626,2025-07-03,2025-07-04,2025-07-07,FUNUSDT,SIRENUSDT,2.2859654263111633,-0.7325573999872799,0.5736772850572225,True,49,49167226.2069365,5811821.80577,0.011215,0.013108,0.04205,0.04695,0.05226385377575804,0.25,0.010315963443939508,1.121853211985266,1.1334262087095721,0.010263117023482761
